Date,Revenue,COGS,year,month,total_sessions,total_page_views,avg_bounce_rate,total_refund_amount,total_returned_items,avg_rating,total_reviews,new_customers,total_orders,total_payment_value,total_shipping_fee,total_discount_given,total_items_sold,total_stock_on_hand,avg_fill_rate,total_stockout_days,conversion_rate,aov,rev_per_session,discount_ratio,return_rate,stock_efficiency,sessions_x_conv,price_effect
2013-05-25,5054594.94,3916382.21,2013,5,26078.0,92476.0,0.00385,303466.92,77.0,4.181818181818182,33.0,6.0,202,5054594.94,919.83,0.0,1021,41509,0.955976582278481,626,0.007745992790858195,25022.747227722775,193.8260196334075,0.0,0.07541625857002938,0.0245970753330603,202.0,193.8260196334075
2013-05-26,3649585.05,2889501.26,2013,5,29842.0,103585.0,0.00491,213341.13,46.0,4.024390243902439,41.0,6.0,143,3649585.05,639.47,0.0,691,41509,0.955976582278481,626,0.004791904027880169,25521.573776223773,122.2969321761276,0.0,0.06657018813314038,0.016646992218555014,143.0,122.2969321761276
2013-05-27,4403026.04,3471897.02,2013,5,25522.0,123734.0,0.005,65484.73,29.0,4.083333333333333,48.0,10.0,192,4403026.04,769.84,0.0,933,41509,0.955976582278481,626,0.007522921401144111,22932.427291666667,172.51884805266045,0.0,0.031082529474812434,0.022477053169192223,192.0,172.51884805266045
2013-05-28,6274027.61,4977411.59,2013,5,25369.0,102736.0,0.00391,132397.87,28.0,4.023255813953488,43.0,8.0,232,6274027.61,991.32,0.0,1187,41509,0.955976582278481,626,0.009145019512002838,27043.222456896554,247.3107970357523,0.0,0.02358887952822241,0.02859620805126599,232.0,247.31079703575233
2013-05-29,7359639.59,5841803.19,2013,5,23853.0,85854.0,0.00337,286416.72000000003,59.0,3.875,48.0,3.0,338,7359639.59,1599.72,0.0,1746,41509,0.955976582278481,626,0.014170125351108875,21774.081627218933,308.541466062969,0.0,0.03379152348224513,0.04206316702401889,338.0,308.541466062969
2013-05-30,12828293.48,10036927.65,2013,5,27287.0,123833.0,0.00446,229854.96,53.0,3.5531914893617023,47.0,5.0,551,12828293.48,2946.69,0.0,2716,41509,0.955976582278481,626,0.020192765785905377,23281.839346642468,470.1247289918276,0.0,0.0195139911634757,0.06543159314847383,551.0,470.1247289918276
2013-05-31,13809349.18,11231361.14,2013,5,26902.0,103623.0,0.00321,287963.83,50.0,3.901639344262295,61.0,16.0,570,13809349.18,2780.69,0.0,2903,41509,0.955976582278481,626,0.021188015760909968,24226.92838596491,513.3205404802617,0.0,0.01722356183258698,0.0699366402466935,570.0,513.3205404802617
2013-06-01,13162597.88,10314262.16,2013,6,25458.0,131842.0,0.00372,223031.89,52.0,4.12962962962963,54.0,6.0,566,13162597.88,2737.65,0.0,2817,43909,0.9632631914893617,518,0.022232696991122635,23255.473286219083,517.0318909576558,0.0,0.01845935392261271,0.06415541233004624,566.0,517.0318909576558
2013-06-02,12079925.72,9610953.04,2013,6,23735.0,76080.0,0.00346,123874.82,43.0,4.1020408163265305,49.0,14.0,511,12079925.72,2225.29,0.0,2638,43909,0.9632631914893617,518,0.021529386981251317,23639.77636007828,508.9498934063619,0.0,0.016300227445034118,0.06007879933498827,511.0,508.9498934063619
2013-06-03,9411997.25,7525850.2,2013,6,25536.0,97821.0,0.00537,118387.8,19.0,3.92,50.0,8.0,430,9411997.25,1981.36,0.0,2196,43909,0.9632631914893617,518,0.016838972431077695,21888.365697674417,368.5775865444862,0.0,0.008652094717668488,0.05001252590585074,430.0,368.5775865444862
2013-06-04,5397308.75,4297393.33,2013,6,27334.0,110854.0,0.00401,224742.47,48.0,3.8536585365853657,41.0,3.0,209,5397308.75,947.86,0.0,1086,43909,0.9632631914893617,518,0.0076461549718299555,25824.443779904308,197.45769920245849,0.0,0.04419889502762431,0.024732970461636566,209.0,197.45769920245849
2013-06-05,6860958.96,5505167.85,2013,6,28445.0,137505.0,0.0039,153288.05000000002,40.0,4.043478260869565,46.0,7.0,275,6860958.96,1305.48,0.0,1372,43909,0.9632631914893617,518,0.009667779926173316,24948.941672727273,241.20087748286167,0.0,0.029154518950437316,0.031246441504019676,275.0,241.20087748286164
2013-06-06,5692902.11,4632206.37,2013,6,26397.0,125873.0,0.00512,148694.18,34.0,3.9423076923076925,52.0,8.0,193,5692902.11,677.33,0.0,913,43909,0.9632631914893617,518,0.007311436905708982,29496.902124352335,215.6647387960753,0.0,0.03723986856516977,0.020793003712223007,193.0,215.66473879607534
2013-06-07,3843507.28,2986865.05,2013,6,26823.0,134357.0,0.00399,160816.08000000002,51.0,3.533333333333333,45.0,4.0,157,3843507.2800000003,479.08,0.0,744,43909,0.9632631914893617,518,0.005853185698840547,24480.938089171974,143.29147671774223,0.0,0.06854838709677419,0.016944134459905714,157.0,143.29147671774223
2013-06-08,3646959.35,2897196.14,2013,6,27553.0,147243.0,0.00562,163607.49,29.0,3.96,50.0,8.0,140,3646959.35,567.72,0.0,705,43909,0.9632631914893617,518,0.005081116393859108,26049.709642857142,132.36160672159113,0.0,0.04113475177304964,0.016055933863217107,140.0,132.3616067215911
2013-06-09,3880132.51,3070545.08,2013,6,24891.0,125165.0,0.00507,257400.14,51.0,3.8333333333333335,54.0,9.0,181,3880132.51,1020.45,0.0,890,43909,0.9632631914893617,518,0.007271704632196376,21437.196187845304,155.88495882045717,0.0,0.05730337078651685,0.020269193103919468,181.0,155.8849588204572
2013-06-10,4476887.83,3582347.82,2013,6,28861.0,100856.0,0.00478,242750.01,56.0,3.942857142857143,35.0,12.0,177,4476887.83,957.4399999999999,0.0,899,43909,0.9632631914893617,518,0.006132843629811857,25293.151581920905,155.1189435570493,0.0,0.06229143492769744,0.020474162472386072,177.0,155.1189435570493
2013-06-11,5003847.86,3903592.44,2013,6,23368.0,126304.0,0.00561,137203.91999999998,39.0,4.032786885245901,61.0,11.0,202,5003847.86,816.24,0.0,1058,43909,0.9632631914893617,518,0.008644299897295447,24771.524059405943,214.13248288257446,0.0,0.036862003780718335,0.024095287981962695,202.00000000000003,214.1324828825745
2013-06-12,7209020.15,5796177.46,2013,6,25933.0,127206.0,0.00527,276117.79,63.0,4.081632653061225,49.0,4.0,304,7209020.15,1267.42,0.0,1556,43909,0.9632631914893617,518,0.011722515713569583,23713.882072368422,277.98635522307484,0.0,0.04048843187660668,0.03543692637044797,304.0,277.98635522307484
2013-06-13,6845836.24,5559998.61,2013,6,27752.0,151236.0,0.00347,187183.9,48.0,3.980392156862745,51.0,4.0,253,6845836.24,1235.86,0.0,1253,43909,0.9632631914893617,518,0.009116460074949553,27058.641264822134,246.67902277313348,0.0,0.03830806065442937,0.028536290965405726,253.0,246.67902277313348
2013-06-14,4871516.57,3975403.65,2013,6,27755.0,126500.0,0.00556,189945.19,48.0,3.8,40.0,7.0,193,4871516.57,891.79,0.0,935,43909,0.9632631914893617,518,0.006953702035669249,25241.018497409328,175.5185217078004,0.0,0.051336898395721926,0.021294039946252476,193.0,175.5185217078004
2013-06-15,5166292.57,4029821.84,2013,6,26928.0,98828.0,0.00495,166516.02000000002,50.0,4.056603773584905,53.0,7.0,221,5166292.57,1108.55,0.0,1024,43909,0.9632631914893617,518,0.008207070707070708,23376.889457013574,191.85578468508618,0.0,0.048828125,0.023320959256644423,221.00000000000003,191.85578468508618
2013-06-16,5794009.15,4551326.63,2013,6,26115.0,119810.0,0.00417,268227.97,65.0,4.023809523809524,42.0,9.0,226,5794009.15,956.73,0.0,1203,43909,0.9632631914893617,518,0.008654030250813708,25637.208628318585,221.86517901589127,0.0,0.05403158769742311,0.027397572251702383,226.0,221.86517901589124
2013-06-17,5795298.96,4637293.92,2013,6,28092.0,92163.0,0.00378,182202.34999999998,38.0,4.0,41.0,6.0,234,5795298.96,1070.46,0.0,1179,43909,0.9632631914893617,518,0.008329773601025202,24766.23487179487,206.29712943186672,0.0,0.032230703986429174,0.02685098726912478,233.99999999999997,206.2971294318667
2013-06-18,6632615.61,5459331.17,2013,6,25085.0,133701.0,0.00478,147172.07,46.0,3.627450980392157,51.0,7.0,261,6632615.61,1314.31,0.0,1314,43909,0.9632631914893617,518,0.010404624277456647,25412.32034482759,264.4056452062986,0.0,0.0350076103500761,0.029925527796123803,261.0,264.40564520629863
2013-06-19,7437341.02,6031157.35,2013,6,28632.0,112269.0,0.00514,353875.22,90.0,3.938775510204082,49.0,8.0,306,7437341.02,1349.8600000000001,0.0,1472,43909,0.9632631914893617,518,0.01068734283319363,24305.036013071895,259.756252444817,0.0,0.06114130434782609,0.03352387893142636,306.0,259.756252444817
2013-06-20,7078652.68,5515676.8,2013,6,25557.0,116849.0,0.00534,233146.66,48.0,3.8412698412698414,63.0,11.0,270,7078652.68,1207.29,0.0,1338,43909,0.9632631914893617,518,0.010564620260593967,26217.23214814815,276.9751019290214,0.0,0.03587443946188341,0.030472112778701405,270.0,276.97510192902143
2013-06-21,5526354.45,4396745.86,2013,6,29053.0,103139.0,0.00566,302383.44,65.0,3.869565217391304,46.0,7.0,211,5526354.45,1074.31,0.0,994,43909,0.9632631914893617,518,0.0072625890613705986,26191.253317535546,190.21630984752005,0.0,0.06539235412474849,0.02263772802842242,211.0,190.21630984752005
2013-06-22,5117274.96,4111300.17,2013,6,26367.0,113536.0,0.00407,224662.71000000002,32.0,3.921875,64.0,5.0,205,5117274.96,871.4399999999999,0.0,1013,43909,0.9632631914893617,518,0.00777487010277999,24962.31687804878,194.0787711912618,0.0,0.0315893385982231,0.02307044113962969,205.0,194.07877119126178
2013-06-23,5844565.63,4855247.11,2013,6,27355.0,146783.0,0.00397,317976.58999999997,61.0,3.96,50.0,13.0,211,5586972.3,842.65,257593.33000000002,1021,43909,0.9632631914893617,518,0.007713397916285871,27699.36317535545,213.6562101992323,0.04610606893468937,0.059745347698334964,0.023252636133822224,211.0,213.65621019923233
2013-06-24,5243774.5,4800223.91,2013,6,26497.0,97404.0,0.00364,410913.02,75.0,3.8222222222222224,45.0,4.0,240,4691594.25,1135.19,552180.25,1178,43909,0.9632631914893617,518,0.009057629165565913,21849.060416666667,197.90068687021173,0.11769565324196567,0.0636672325976231,0.026828212894850715,240.0,197.90068687021173
2013-06-25,6728887.1,6142934.34,2013,6,29694.0,125033.0,0.00538,280195.63,60.0,3.8867924528301887,53.0,8.0,283,5834369.26,1202.73,894517.84,1393,43909,0.9632631914893617,518,0.009530544891223815,23776.98621908127,226.60763453896408,0.1533186879570252,0.043072505384063174,0.03172470336377508,283.0,226.60763453896408
2013-06-26,8817278.13,8290194.65,2013,6,27207.0,127226.0,0.00399,230433.24,38.0,3.8979591836734695,49.0,9.0,424,7517424.69,2054.34,1299853.44,2095,43909,0.9632631914893617,518,0.015584224648068511,20795.46728773585,324.0812338736355,0.17291206677854992,0.018138424821002388,0.04771231410416999,424.0,324.0812338736355
2013-06-27,7748199.74,7462815.86,2013,6,26545.0,100022.0,0.00427,158377.61000000002,38.0,4.0,46.0,8.0,374,6353523.76,2011.99,1394675.98,1838,43909,0.9632631914893617,518,0.014089282350725183,20717.111604278074,291.889234884159,0.21951220026601428,0.020674646354733407,0.04185929991573482,374.0,291.88923488415895
2013-06-28,6285354.21,6043485.1,2013,6,23891.0,91798.0,0.00447,304089.35,55.0,4.113207547169812,53.0,12.0,328,5153990.54,1848.79,1131363.67,1609,43909,0.9632631914893617,518,0.013729019295969194,19162.665274390245,263.08460131430246,0.21951217434714188,0.03418272218769422,0.036643968206973514,328.0,263.08460131430246
2013-06-29,9546012.78,9167617.84,2013,6,28947.0,158795.0,0.00327,169221.8,34.0,3.8260869565217392,46.0,5.0,494,7827730.38,2663.68,1718282.4,2529,43909,0.9632631914893617,518,0.01706567174491312,19323.912510121456,329.7755477251528,0.21951221063901794,0.013444049031237644,0.057596392539114985,494.00000000000006,329.7755477251529
2013-06-30,7372318.59,7149429.97,2013,6,26808.0,139193.0,0.0058,209412.02,48.0,3.9148936170212765,47.0,10.0,390,6045301.25,2039.45,1327017.34,1985,43909,0.9632631914893617,518,0.014547896150402865,18903.381,275.00442367949864,0.21951219387123183,0.024181360201511334,0.04520713293402264,390.0,275.0044236794987
2013-07-01,6359864.53,6248239.94,2013,7,20717.0,103616.0,0.00537,156237.4,34.0,4.083333333333333,36.0,6.0,326,5215088.86,1964.44,1144775.67,1686,45540,0.9616891257995736,539,0.015735869093015397,19508.786901840493,306.9877168508954,0.2195122078897808,0.020166073546856466,0.037022397891963106,326.0,306.9877168508954
2013-07-02,7209130.33,6927420.38,2013,7,22158.0,96216.0,0.00543,309013.81,65.0,3.966666666666667,60.0,7.0,343,5911486.88,1855.76,1297643.45,1655,45540,0.9616891257995736,539,0.015479736438306706,21017.872682215744,325.35112961458617,0.219512193182775,0.03927492447129909,0.03634167764602547,343.0,325.35112961458617
2013-07-03,8038680.63,7869401.17,2013,7,20624.0,90498.0,0.00532,207998.7,52.0,3.953488372093023,43.0,7.0,369,6591718.12,2094.54,1446962.51,1866,45540,0.9616891257995736,539,0.01789177657098526,21785.042357723578,389.77311045384016,0.21951219449292836,0.027867095391211148,0.040974967061923585,369.0,389.7731104538402
2013-07-04,2521315.44,2408274.98,2013,7,20224.0,96547.0,0.00434,74290.06,21.0,3.6666666666666665,51.0,9.0,93,2067478.69,363.14,453836.75,483,45540,0.9616891257995736,539,0.004598496835443038,27110.91870967742,124.66947389240507,0.21951217789819155,0.043478260869565216,0.010606060606060607,93.0,124.66947389240507
2013-07-05,2494107.65,2432073.97,2013,7,22308.0,110365.0,0.00435,226498.47,47.0,3.8636363636363638,44.0,7.0,108,2045168.29,396.25,448939.36,553,45540,0.9616891257995736,539,0.004841312533620226,23093.58935185185,111.80328357539895,0.21951218498503122,0.08499095840867993,0.012143170838823013,108.0,111.80328357539894
2013-07-06,2452372.43,2331799.51,2013,7,19852.0,104084.0,0.00367,157526.31,27.0,3.6875,48.0,6.0,94,2010945.41,359.38,441427.02,499,45540,0.9616891257995736,539,0.004735039290751562,26089.068404255322,123.53276395325409,0.21951218456994318,0.05410821643286573,0.01095740008783487,94.0,123.53276395325409
2013-07-07,2958215.01,2950992.63,2013,7,19573.0,74366.0,0.00554,207092.78,60.0,4.177777777777778,45.0,4.0,116,2425736.3,595.4,532478.71,568,45540,0.9616891257995736,539,0.005926531446380218,25501.853534482758,151.13753691309455,0.21951219924441087,0.1056338028169014,0.012472551602986385,116.00000000000001,151.13753691309458
2013-07-08,2571901.18,2450996.77,2013,7,18865.0,78747.0,0.00327,217290.36,69.0,4.090909090909091,33.0,11.0,115,2108958.96,626.83,462942.22000000003,603,45540,0.9616891257995736,539,0.0060959448714550755,22364.358086956523,136.33189398356745,0.2195121995166753,0.11442786069651742,0.013241106719367589,115.0,136.33189398356745
2013-07-09,4624825.33,4592718.95,2013,7,22779.0,96006.0,0.00444,227940.89,57.0,3.8979591836734695,49.0,9.0,204,3792356.73,1304.21,832468.6,1015,45540,0.9616891257995736,539,0.00895561701567233,22670.712401960784,203.0302177444137,0.21951220817773648,0.0561576354679803,0.022288098375054896,204.00000000000003,203.03021774441373
2013-07-10,3855254.64,3797797.81,2013,7,22911.0,91089.0,0.00504,182147.84,45.0,3.982142857142857,56.0,6.0,199,3161308.87,1292.18,693945.77,963,45540,0.9616891257995736,539,0.008685784121164506,19373.138894472362,168.27090218672254,0.21951216997028197,0.04672897196261682,0.021146245059288537,199.0,168.27090218672254
2013-07-11,5785320.61,5626075.87,2013,7,22159.0,121194.0,0.00486,218793.88999999998,37.0,4.018518518518518,54.0,7.0,285,4743962.89,1694.35,1041357.72,1402,45540,0.9616891257995736,539,0.012861591227040932,20299.37056140351,261.08220632700034,0.21951219774402578,0.026390870185449358,0.030786122090469915,285.0,261.08220632700034
2013-07-12,6053300.71,5886949.95,2013,7,21395.0,79697.0,0.0046,165249.3,41.0,4.163265306122449,49.0,12.0,272,4963706.56,1481.51,1089594.15,1379,45540,0.9616891257995736,539,0.012713250759523254,22254.782022058822,282.93062444496377,0.21951220057617588,0.02973168963016679,0.03028107158541941,272.0,282.93062444496377
2013-07-13,4161301.31,3995435.41,2013,7,20990.0,82169.0,0.00342,170544.66,32.0,4.195652173913044,46.0,10.0,190,3412267.09,1013.74,749034.22,976,45540,0.9616891257995736,539,0.009051929490233444,21901.58584210526,198.25161076703193,0.21951218947517967,0.03278688524590164,0.021431708388230126,190.0,198.2516107670319
2013-07-14,4482102.22,4419156.67,2013,7,19989.0,82309.0,0.00387,69972.12,26.0,3.98,50.0,10.0,229,3675323.85,1050.16,806778.37,1136,45540,0.9616891257995736,539,0.011456300965531041,19572.498777292574,224.22843664015207,0.21951218530035113,0.022887323943661973,0.02494510320597277,229.0,224.22843664015204
2013-07-15,4387240.36,4219310.04,2013,7,18587.0,84767.0,0.00407,315926.19,74.0,3.813953488372093,43.0,10.0,232,3597537.05,1532.79,789703.31,1174,45540,0.9616891257995736,539,0.012481842147737666,18910.51879310345,236.03811050734387,0.21951221044408706,0.06303236797274275,0.02577953447518665,232.0,236.03811050734384
2013-07-16,4411030.39,4135243.61,2013,7,19711.0,88626.0,0.00484,161328.49,34.0,3.8085106382978724,47.0,9.0,218,3617044.92,1111.14,793985.47,1206,45540,0.9616891257995736,539,0.0110598143168789,20234.084357798165,223.78521586931154,0.2195121950545198,0.028192371475953566,0.026482213438735178,217.99999999999997,223.78521586931154
2013-07-17,4475453.64,4375610.63,2013,7,19882.0,66793.0,0.00416,242841.69,52.0,3.851063829787234,47.0,7.0,258,3669871.85,1654.09,805581.79,1360,45540,0.9616891257995736,539,0.012976561714113268,17346.71953488372,225.1007765818328,0.21951223991649735,0.03823529411764706,0.029863855950812472,258.0,225.10077658183278
2013-07-18,6265533.39,6163756.55,2013,7,19517.0,66929.0,0.00401,267156.47,51.0,3.977272727272727,44.0,5.0,324,5137737.33,1910.04,1127796.06,1671,45540,0.9616891257995736,539,0.016600912025413743,19338.06601851852,321.0295327150689,0.21951220694266205,0.03052064631956912,0.03669301712779974,324.0,321.02953271506897
2013-07-19,6310739.5,5960928.51,2013,7,21059.0,96682.0,0.00435,129211.76999999999,42.0,3.7142857142857144,49.0,9.0,287,5281522.64,1340.73,1029216.86,1457,45540,0.9616891257995736,539,0.013628377415831712,21988.6393728223,299.6694762334394,0.19487123887440158,0.028826355525051476,0.03199385155906895,287.0,299.6694762334394
2013-07-20,4157746.85,3978173.28,2013,7,21432.0,75600.0,0.00475,116991.25,33.0,3.658536585365854,41.0,4.0,196,3497853.08,947.22,659893.77,958,45540,0.9616891257995736,539,0.009145203434117209,21212.99413265306,193.99714678984697,0.18865680030220136,0.03444676409185804,0.02103645147123408,196.0,193.99714678984697
2013-07-21,4847680.2,4301699.27,2013,7,22930.0,97731.0,0.00555,194641.15,40.0,4.107142857142857,56.0,5.0,187,4362987.28,743.86,484692.92,942,45540,0.9616891257995736,539,0.008155255124291322,25923.423529411764,211.41213257740952,0.1110919855810352,0.04246284501061571,0.020685111989459815,187.00000000000003,211.41213257740952
2013-07-22,5926190.4,5032346.99,2013,7,19228.0,71073.0,0.00429,103059.36,26.0,3.8333333333333335,36.0,9.0,235,5638554.75,872.38,287635.65,1213,45540,0.9616891257995736,539,0.012221759933430413,25217.831489361703,308.2062825046807,0.05101230062543953,0.021434460016488046,0.026635924462011417,235.0,308.20628250468064
2013-07-23,4436778.28,3552350.42,2013,7,20992.0,97061.0,0.00414,122722.05,32.0,3.725,40.0,7.0,195,4436778.28,944.73,0.0,961,45540,0.9616891257995736,539,0.009289253048780487,22752.70912820513,211.35567263719514,0.0,0.03329864724245578,0.021102327624066754,195.0,211.3556726371951
2013-07-24,7329505.1,5924978.27,2013,7,23873.0,83203.0,0.00565,192240.03,39.0,3.7906976744186047,43.0,6.0,257,7329505.1,1149.32,0.0,1302,45540,0.9616891257995736,539,0.010765299710970552,28519.475097276263,307.02069702174003,0.0,0.029953917050691243,0.028590250329380763,257.0,307.02069702174003
2013-07-25,6342757.31,4978292.65,2013,7,24318.0,100129.0,0.00497,64583.16,31.0,3.75,52.0,8.0,275,6342757.31,1390.84,0.0,1320,45540,0.9616891257995736,539,0.011308495764454314,23064.572036363636,260.82561518216954,0.0,0.023484848484848483,0.028985507246376812,275.0,260.8256151821696
2013-07-26,6941436.71,5543496.22,2013,7,20769.0,72595.0,0.00562,122492.20999999999,25.0,3.630434782608696,46.0,9.0,252,6941436.71,1052.21,0.0,1385,45540,0.9616891257995736,539,0.012133468149646108,27545.383769841268,334.22103664114786,0.0,0.018050541516245487,0.03041282389108476,252.0,334.22103664114786
2013-07-27,4353958.13,3499528.32,2013,7,18198.0,70117.0,0.00462,147021.99,24.0,3.8484848484848486,33.0,7.0,179,4353958.13,1156.16,0.0,822,45540,0.9616891257995736,539,0.009836245741290252,24323.788435754188,239.25476041323222,0.0,0.029197080291970802,0.01805006587615283,179.0,239.25476041323222
2013-07-28,6017516.42,4917333.26,2013,7,25026.0,120386.0,0.00397,207764.37,49.0,3.688888888888889,45.0,13.0,224,6017516.42,945.76,0.0,1099,45540,0.9616891257995736,539,0.00895069128106769,26863.912589285716,240.45058818828417,0.0,0.044585987261146494,0.024132630654369786,224.0,240.4505881882842
2013-07-29,8158241.16,6599164.67,2013,7,20760.0,109067.0,0.0045,139198.07,54.0,4.021739130434782,46.0,10.0,284,8158241.16,1061.01,0.0,1405,45540,0.9616891257995736,539,0.013680154142581889,28726.201267605633,392.9788612716763,0.0,0.038434163701067614,0.030851998243302592,284.0,392.9788612716763
2013-07-30,7711378.77,7073525.07,2013,7,22570.0,74423.0,0.00426,138106.61,37.0,4.257142857142857,35.0,14.0,327,7696378.77,1562.59,15000.0,1636,45540,0.9616891257995736,539,0.014488258750553833,23582.198073394495,341.6649875941515,0.0019489685277015024,0.022616136919315404,0.03592446201141853,327.0,341.6649875941515
2013-07-31,10104475.36,10851542.12,2013,7,21645.0,81092.0,0.00565,110511.42,39.0,3.877551020408163,49.0,7.0,530,10054725.36,2767.01,49750.0,2589,45540,0.9616891257995736,539,0.024486024486024487,19065.047849056602,466.8272284592284,0.004947922316995042,0.015063731170336037,0.05685111989459816,530.0,466.8272284592284
2013-08-01,10998208.4,12167214.07,2013,8,23532.0,95876.0,0.004,113386.14,32.0,4.416666666666667,48.0,6.0,561,10940858.4,2413.02,57350.0,2842,47865,0.9619872570194384,528,0.02383987761346252,19604.649554367203,467.3724460309366,0.00524181905141922,0.011259676284306826,0.05937532643894286,561.0,467.3724460309366
2013-08-02,7422715.15,9601836.11,2013,8,22089.0,76290.0,0.00367,178343.14,27.0,4.217391304347826,46.0,14.0,450,7366965.15,2497.02,55750.0,2212,47865,0.9619872570194384,528,0.020372130924894743,16494.922555555557,336.03672189777717,0.007567566679747358,0.012206148282097649,0.04621330826282252,450.0,336.03672189777717
2013-08-03,5599602.67,7786528.35,2013,8,19760.0,85952.0,0.0044,194409.26,38.0,3.9361702127659575,47.0,7.0,381,5543952.67,2311.28,55650.0,1880,47865,0.9619872570194384,528,0.019281376518218624,14697.119868766404,283.3807019230769,0.010037964483560428,0.02021276595744681,0.039277133604930535,381.0,283.3807019230769
2013-08-04,5021938.29,7089757.76,2013,8,22135.0,73001.0,0.00542,191188.64,34.0,4.225,40.0,4.0,317,4972738.29,1616.7,49200.0,1655,47865,0.9619872570194384,528,0.014321210752202395,15842.07662460568,226.87771809351705,0.009893945172811417,0.02054380664652568,0.0345764128277447,317.0,226.87771809351707
2013-08-05,2231563.34,3064145.21,2013,8,25518.0,95149.0,0.00565,102941.06,30.0,3.8863636363636362,44.0,5.0,142,2211763.34,652.66,19800.0,655,47865,0.9619872570194384,528,0.005564699427854847,15715.234788732394,87.45055803746375,0.00895213318799289,0.04580152671755725,0.013684320484696543,142.0,87.45055803746375
2013-08-06,2493225.51,3592496.3,2013,8,21270.0,110319.0,0.00402,169241.53999999998,39.0,3.902439024390244,41.0,7.0,139,2471125.51,541.57,22100.0,772,47865,0.9619872570194384,528,0.006535025858015985,17936.87417266187,117.2179365303244,0.008943293212168734,0.050518134715025906,0.016128695288833178,139.0,117.2179365303244
2013-08-07,2638845.23,3381813.66,2013,8,21729.0,106146.0,0.00321,133220.84,52.0,4.0256410256410255,39.0,8.0,178,2613895.23,1193.8,24950.0,869,47865,0.9619872570194384,528,0.008191817386902297,14824.97320224719,121.44347323852915,0.009545141562540745,0.05983889528193326,0.018155228246108848,178.00000000000003,121.44347323852917
2013-08-08,3065089.0,4223344.7,2013,8,25048.0,88852.0,0.00572,85547.77,33.0,4.177777777777778,45.0,11.0,227,3035689.0,1584.62,29400.0,1037,47865,0.9619872570194384,528,0.009062599808367934,13502.594713656388,122.36861226445225,0.009684786550927978,0.03182256509161042,0.021665099759740937,227.00000000000003,122.36861226445227
2013-08-09,2598855.08,3418548.13,2013,8,21871.0,105802.0,0.00368,317644.63,63.0,3.8666666666666667,45.0,8.0,178,2575155.08,1032.84,23700.0,947,47865,0.9619872570194384,528,0.008138631063965982,14600.309438202248,118.82653193726853,0.009203329222409393,0.0665258711721225,0.019784811448866603,178.0,118.82653193726854
2013-08-10,1776113.02,2320738.01,2013,8,22931.0,107729.0,0.00561,132901.74,48.0,4.0,58.0,11.0,126,1760363.02,806.54,15750.0,613,47865,0.9619872570194384,528,0.005494745104879857,14096.13507936508,77.45466922506651,0.008947018212186712,0.07830342577487764,0.01280685260628852,126.0,77.45466922506651
2013-08-11,2074476.53,2834815.33,2013,8,20544.0,90834.0,0.00475,167094.35,46.0,3.744186046511628,43.0,10.0,142,2057126.53,873.58,17350.0,681,47865,0.9619872570194384,528,0.006911993769470405,14608.989647887323,100.97724542445484,0.008434094717547589,0.06754772393538913,0.014227514885615794,142.0,100.97724542445482
2013-08-12,1933036.01,2566277.36,2013,8,24576.0,103910.0,0.00536,170392.8,51.0,3.8780487804878048,41.0,9.0,148,1916486.01,867.05,16550.0,737,47865,0.9619872570194384,528,0.006022135416666667,13061.054121621622,78.65543660481771,0.00863559656248156,0.06919945725915876,0.015397472056826492,148.0,78.65543660481772
2013-08-13,2531884.21,3266499.42,2013,8,19843.0,70310.0,0.00566,413841.84,87.0,3.8666666666666667,45.0,13.0,174,2510284.21,851.82,21600.0,839,47865,0.9619872570194384,528,0.008768835357556822,14551.05867816092,127.59583782694149,0.008604603380746279,0.10369487485101311,0.017528465475817403,174.00000000000003,127.5958378269415
2013-08-14,2791478.67,3740726.27,2013,8,23377.0,106286.0,0.00503,163449.14,41.0,3.978723404255319,47.0,9.0,212,2765028.67,1626.3799999999999,26450.0,1092,47865,0.9619872570194384,528,0.009068742781366301,13167.352216981131,119.4113303674552,0.009565904428759504,0.037545787545787544,0.022814164838608587,212.00000000000003,119.4113303674552
2013-08-15,3665019.45,4896607.22,2013,8,24562.0,104078.0,0.00479,131177.24,56.0,4.186440677966102,59.0,10.0,260,3632019.45,1757.69,33000.0,1311,47865,0.9619872570194384,528,0.010585457210324892,14096.228653846154,149.21502524224414,0.00908585442734895,0.04271548436308162,0.027389533061736134,260.0,149.2150252422441
2013-08-16,3619170.1,4661015.06,2013,8,21594.0,70937.0,0.0042,80180.32,16.0,3.8653846153846154,52.0,12.0,239,3587470.1,1328.64,31700.0,1246,47865,0.9619872570194384,528,0.011067889228489395,15142.971129707114,167.60072705381126,0.008836310579982255,0.012841091492776886,0.026031547059438002,239.0,167.60072705381126
2013-08-17,3066137.96,4129676.85,2013,8,25258.0,110262.0,0.0049,139457.8,44.0,3.9166666666666665,60.0,7.0,219,3037687.96,1376.56,28450.0,1128,47865,0.9619872570194384,528,0.008670520231213872,14000.6299543379,121.39274526882572,0.00936567559756862,0.03900709219858156,0.02356628016295832,218.99999999999997,121.3927452688257
